unique_id,fieldguide,english_common,latin_species,length,order,family,family_english,voice,warblish,usable,voice_reduced,non_vocalization,distance_amplitude,namesake,qualifies_as_song,mimicry,comparison,comparison_type,comparison_expression,comparand,comp_construction,comp_dimension,duplicated_comparison,comments
id_5311,sibley_birds,Scaled Quail,Callipepla squamata,10,NA,NA,NA,"Male song a high, raucous outburst ""QUEESH"" or ""BEISH""; location call by both sexes a slow, rhythmic, coarse clucking ""kek kut kek kut..."" or ""kek kyurr, kek kyurr..."" (or ""Pe-cos""). When flushed a sharp ""cheep"" or ""chipee"". Other calls include high, sharp chip or trill of sharp notes reminiscent of small songbirds.",NO,yes,"song a high, raucous outburst ""QUEESH"" or ""BEISH""; location call by both sexes a slow, rhythmic, coarse clucking ""kek kut kek kut..."" or ""kek kyurr, kek kyurr..."" (or ""Pe-cos""). When flushed a sharp ""cheep"" or ""chipee"". Other high, sharp chip or trill of sharp notes reminiscent of small songbirds",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4581,peterson_chalif_mexico,White-crowned Parrot,Pionus senilis,9-10in,Psittaciformes,Psittacidae,African & New World Parrots,"Noisy, screeching calls.",NO,yes,"Noisy, screeching calls",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_887,bruun_hamlyn_guide,Lesser Grey Shrike,Lanius minor,20,Passeriformes,Laniidae,Shrikes,"Call is harsh ""chek"".",NO,yes,"harsh ""chek""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5148,rspb_pocket_birds_harrap,Collared Dove,Streptopelia decaocto,32,Columbiformes,Columbidae,"Pigeons, Doves","Calls frequently, a three-note phrase: ""who-hooo-ho"", repeated several times; also gives a single harsh purring ""kurrr"".",NO,yes,"a three-note phrase: ""who-hooo-ho"", repeated several times; also  a single harsh purring ""kurrr""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4446,national_trust_bird_spotter,Pied Wagtail,Motacilla alba,18,Passeriformes,Motacillidae,"Wagtails, Pipits","Sharp ""tissik"" flight call; simple warbling song.",NO,yes,"Sharp ""tissik""  call; simple warbling song",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1187,collins_british_common,Puffin,Fratercula arctica,30cm,Charadriiformes,Alcidae,Auks,Utters strange groaning calls at the nest.,NO,yes,strange groaning calls ,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3012,morcombe_australia,Crimson Rosella,Platycercus elegans,32-37cm,NA,NA,NA,"a clear, ringing ""k-teee-tip, k-tee-tip"", the central ""teee"" loud, very high, penetrating, but more musical than squeaky; strong; variations include ""k-tee-it-tip"", kteeeit-tip"" and ""tip-teee"", always with the ""teee"" as the strongest part. Also has various harsh scoldings: ""chiak-chiak"", ""chak-chak"".",NO,yes,"a clear, ringing ""k-teee-tip, k-tee-tip"", the central ""teee"" loud, very high, penetrating, but more musical than squeaky; strong; variations include ""k-tee-it-tip"", kteeeit-tip"" and ""tip-teee"", always with the ""teee"" as the strongest part. various harsh scoldings: ""chiak-chiak"", ""chak-chak""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2338,holden_cleeves_birds,Long-eared Owl,Asio otus,35-37cm,Strigiformes,Strigidae,Owls,"Makes a wide variety of sounds. Song is a quiet but penetrating low ""hoo-hoo-hoo-hoo"". The small young have jingling calls, but later they make a drawn-out squeak that has been likened to a squeaky gate.",NO,yes,"a quiet but penetrating low ""hoo-hoo-hoo-hoo"". The small young have jingling calls, but later they make a drawn-out squeak that has been likened to a squeaky gate",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1091,collins_british_common,Leach's Storm-petrel,Hydrobates leucorhous,16-18cm,NA,NA,NA,"Silent at sea, but at breeding colonies birds utter a bizarre-sounding gurgling rattle, likened to a pixie chuckling and being sick!",NO,yes,"Silent at sea, but birds  a bizarre-sounding gurgling rattle, likened to a pixie chuckling and being sick!",NA,NA,NA,NA,NA,comparison,NA,"utter a bizarre-sounding gurgling rattle, likened to a pixie chuckling and being sick!",a pixie chuckling and being sick,like C,none,NA,NA
id_4270,national_geographic_america,Botteri's Sparrow,Peucaea botterii,15cm,Passeriformes,Passerellidae,New World Sparrows,"Best located and identified by song: several high sharp ""tsip"" or ""che-lik"" notes, often given alone or followed by a short, accelerating, rattly trill.",NO,yes,"several high sharp ""tsip"" or ""che-lik"" notes, often given alone or followed by a short, accelerating, rattly trill",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_878,bruun_hamlyn_guide,Rock Pipit,Anthus petrosus,17,NA,NA,NA,Call and song similar to those of Water Pipit.,NO,yes,and song similar to those of Water Pipit,NA,NA,NA,NA,NA,comparison,NA,Call and song similar to those of Water Pipit.,Water Pipit,N similar to that of C,none,NA,NA
id_3344,morcombe_australia,Victoria's Riflebird,Ptiloris victoriae,23-25cm,Passeriformes,Paradisaeidae,Birds-of-paradise,"almost identical to calls of the Paradise Riflebird; a similarly harsh, rasping call, longer versions slightly undulating: ""scraark, scraar-aark"".",NO,yes,"almost identical to calls of the Paradise Riflebird; a similarly harsh, rasping call, longer versions slightly undulating: ""scraark, scraar-aark""",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_787,bruun_hamlyn_guide,Bonaparte's Gull,Chroicocephalus philadelphia,33,NA,NA,NA,Call is a low quacking.,NO,yes,a low quacking,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4485,national_trust_bird_spotter,Jackdaw,Coloeus monedula,33,NA,NA,NA,"Short, sharp ""jack jack"", and high-pitched ""kyow"".",NO,yes,"Short, sharp ""jack jack"", and high-pitched ""kyow""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_729,bruun_hamlyn_guide,Curlew,Numenius arquata,56,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Usual call is a mellow whistle: ""curlee"".",NO,yes,"a mellow whistle: ""curlee""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5340,sibley_birds,Pied-billed Grebe,Podilymbus podiceps,13,Podicipediformes,Podicipedidae,Grebes,"Essentially silent except on breeding grounds. Song far-carrying, vibrant, throaty barks ""ge ge gadum gadum gadum gaum gaom gwaaaaaow gwaaaaaaow gaom"" given by male and female. Female also gives low grunting notes. Greeting call a drawn-out, nasal chatter slightly descending and fading away.",NO,yes,"far-carrying, vibrant, throaty barks ""ge ge gadum gadum gadum gaum gaom gwaaaaaow gwaaaaaaow gaom""  and female. also  low grunting notes. Greeting call a drawn-out, nasal chatter slightly descending and fading away",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2065,felix_hisek_birds,Eagle Owl,Bubo bubo,67,Strigiformes,Strigidae,Owls,"A penetrating note which sounds like ""coo-hu"", and is sometimes followed by a guttural chuckle.",NO,yes,"penetrating note which sounds like ""coo-hu"", and is  followed by a guttural chuckle",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_2320,holden_cleeves_birds,Common Tern,Sterna hirundo,31-35cm,Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Most common call is a loud, rasping ""keee-yaah"".",NO,yes,"a loud, rasping ""keee-yaah""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3598,national_geographic_america,Purple Swamphen,Porphyrio porphyrio,46-51cm,Gruiformes,Rallidae,"Rails, Crakes & Coots",Gives a wide variety of nasal and cackling calls.,NO,yes,a wide variety of nasal and cackling calls,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6814,tarboton_kruger_national_park,Fiery-necked Nightjar,Caprimulgus pectoralis,24cm,Caprimulgiformes,Caprimulgidae,Nightjars,"(...) males can be heard calling around every rest camp. Call a melodious, whistled *good-lord-deliver-us*.",YES,yes,"can be heard calling around every rest camp. a melodious, whistled *good-lord-deliver-us*",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2161,felix_hisek_birds,Redpoll,Acanthis flammea,12.5,Passeriformes,Fringillidae,"Finches, Euphonias","The characteristic flight call is a rapid ""chuch-uch-uch"" or ""tiu-tiu-tiu"". Alarm note is a plaintive ""tsooeet"".",NO,yes,"The characteristic is a rapid ""chuch-uch-uch"" or ""tiu-tiu-tiu"".  note is a plaintive ""tsooeet""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4519,peterson_chalif_mexico,Zone-tailed Hawk,Buteo albonotatus,18.5-21.5in,Accipitriformes,Accipitridae,"Kites, Hawks, Eagles","A squealing whistle, suggesting Red-tail's (RTP).",NO,yes,"squealing whistle, suggesting Red-tail's (RTP)",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_773,bruun_hamlyn_guide,Black-winged Pratincole,Glareola nordmanni,25,Charadriiformes,Glareolidae,"Coursers, Pratincoles",NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_3808,national_geographic_america,White-faced Storm-Petrel,Pelagodroma marina,"19cm, 43cm",Procellariiformes,Oceanitidae,Austral Storm Petrels,NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1784,collins_gem_birds,Willow Tit,Poecile montanus,12,NA,NA,NA,"Repetitive ""dee"", ""chay"" or ""eez"" notes in call; song a musical warble.",NO,yes,"Repetitive ""dee"", ""chay"" or ""eez"" notes in call; song a musical warble",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5316,sibley_birds,Spruce Grouse,Canachites canadensis,16,NA,NA,NA,"Both sexes give guttural notes and clucks. Display of male differs between populations: Taiga display involves gliding from 10 to 20 feet up in tree, turning body vertically and hovering to ground; Franklin's display involves gliding to to 100 yards from perch and producing two loud wing claps (like gunshots) before settling on ground.",NO,yes,"guttural notes and clucks. Display of male differs between populations: Taiga display involves gliding from 10 to 20 feet up in tree, turning body vertically and hovering to ground; Franklin's display involves gliding to to 100 yards  and producing two loud wing claps (like gunshots) before settling on ground",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4035,national_geographic_america,Yellow-billed Magpie,Pica nuttalli,42cm,Passeriformes,Corvidae,"Crows, Jays",Calls are similar to Black-billed.,NO,yes,similar to Black-billed,NA,NA,NA,NA,NA,comparison,NA,Calls are similar to Black-billed.,Black-billed Magpie,similar to C,none,NA,NA
id_6638,simpson_day_australian,Green-backed Honeyeater,Glycichaera fallax,11-Dec,Passeriformes,Meliphagidae,Honeyeaters,NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_6444,simpson_day_australian,Yello-headed (Citrine) Wagtail,Motacilla citreola,16-17,Passeriformes,Motacillidae,"Wagtails, Pipits","louder, shriller than Yellow Wagtail.",NO,yes,"louder, shriller than Yellow Wagtail",NA,NA,NA,NA,NA,no_comparison,NA,"louder, shriller than Yellow Wagtail.",Yellow Wagtail,X-er than C,louder&shriller,NA,NA
id_4353,national_geographic_america,Scott's Oriole,Icterus parisorum,23cm,Passeriformes,Icteridae,"Oropendolas, Orioles, Blackbirds","Common call note is a harsh ""shack""; also a scolding ""chah-chah"". Song is a mixture of rich, whistled phrases, reminiscent of Western Meadowlark. Females sing a weaker song.",NO,yes,"call note is a harsh ""shack"";  scolding ""chah-chah"". a mixture of rich, whistled phrases, reminiscent of Western Meadowlark. sing a weaker song",NA,NA,NA,NA,NA,comparison,NA,"Song is a mixture of rich, whistled phrases, reminiscent of Western Meadowlark",Western Meadowlark,N reminiscent of C's,none,NA,NA
id_3170,morcombe_australia,Southern Whiteface,Aphelocephala leucopsis,10-12cm,NA,NA,NA,"a very rapid, scratchy, twittering ""tzip-tzip-tziptziptziptziptzip-"" or ""tchip-tchip-chipthipt-chipt-chip"" and harsher ""tzzit, tzzit-tzzit, tzzit"". In alarm, a scolding ""kzzurrrk, kzzurrk-kzzurrk-kkzzurrk"".",NO,yes,"a very rapid, scratchy, twittering ""tzip-tzip-tziptziptziptziptzip-"" or ""tchip-tchip-chipthipt-chipt-chip"" and harsher ""tzzit, tzzit-tzzit, tzzit"". a scolding ""kzzurrrk, kzzurrk-kzzurrk-kkzzurrk""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3206,morcombe_australia,Purple-gaped Honeyeater,Lichenostomus cratitius,16-19cm,Passeriformes,Meliphagidae,Honeyeaters,"some calls have distinctive, metallic, vibrant quality, especially a ""chairk, chairk, chairk"", but evident in many notes. Also a clear, pleasant ""quitty"" followed by contrasting louder, harsh, peevish calls: ""quitty-quitty-KAIRRK-KAIRRK"". In alarm or aggression, abrupt ""chek-chek-chekchekek"".",NO,yes,"some calls have distinctive, metallic, vibrant quality, especially a ""chairk, chairk, chairk"", but evident in many notes.  clear, pleasant ""quitty"" followed by contrasting louder, harsh, peevish calls: ""quitty-quitty-KAIRRK-KAIRRK"".  or aggression, abrupt ""chek-chek-chekchekek""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6504,simpson_day_australian,Northern Fantail,Rhipidura rufiventris,16-18.5,NA,NA,NA,"six-note song like gerygones. Also various ""chip""s, ""chunk""s.",NO,yes,"six-note song like gerygones. Also various ""chip""s, ""chunk""s",NA,NA,NA,NA,NA,comparison,NA,six-note song like gerygones.,gerygones,like C,none,NA,NA
id_1315,collins_british_rare,Steller's Eider,Polysticta stelleri,42-48cm,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mostly silent.,NO,silent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_5218,rspb_pocket_birds_harrap,Chough,Pyrrhocorax pyrrhocorax,40,Passeriformes,Corvidae,"Crows, Jays","Noisy, the characteristic flight call is a nasal ""chaaw"", sometimes squeaky, sometimes groaning.",NO,yes,"Noisy, the characteristic is a nasal ""chaaw"",  squeaky,  groaning",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4213,national_geographic_america,Crescent-chested Warbler,Oreothlypis superciliosa,11cm,Passeriformes,Parulidae,New World Warblers,"Call is a high, sharp ""sik"", similar to Orange-crowned Warbler, but softer. Song is a very fast, buzzy trill on one pitch.",NO,yes,"a high, sharp ""sik"", similar to Orange-crowned Warbler, but softer. a very fast, buzzy trill on one pitch",NA,NA,NA,NA,NA,comparison,NA,"Call is a high, sharp ""sik"", similar to Orange-crowned Warbler, but softer.",Orange-crowned Warbler,similar to C but X-er,softer,NA,NA
id_3070,morcombe_australia,Australian Owlet-nightjar,Aegotheles cristatus,21-25cm,Aegotheliformes,Aegothelidae,Owlet-nightjars,"a distinctive, pleasant churring, one of the most common calls of the night in the Australian bush, especially in the arid interior where even the smallest stand of stunted trees seems to have its resident Owlet-nightjars. At a distance the call is a pleasant, vibrating, musical churring, ending slightly sharp. Closer, the churring is recognisable in the first, loudest part of the call, like a rolling of r's that gives a throaty ""quar-rr-rgh-"". It then blends to a higher, sharper, but not as loud, ""-a-kak""--the whole call an undulating ""quar-rr-rgh-a-kak, quar-rr-rgh-a-kak"". Also gives a single, sharp, penetrating, metallic ""aeiiirk!"". Calls throughout the year, and often in the day, when it may then be seen sitting, sunning, at the entrance to its hollow. Flushes easily; darts immediately to another hollow, seemingly familiar with all the hollows within its territory.",NO,yes,"a distinctive, pleasant churring, one of the most common calls of the  in the Australian bush, especially in the arid interior where even the smallest stand of stunted trees seems to have its resident Owlet-jars. At a distance the  a pleasant, vibrating, musical churring, ending slightly sharp. Closer, the churring is recognisable in the first, loudest part of the call, like a rolling of r's that  a throaty ""quar-rr-rgh-"". It then blends to a higher, sharper, but not as loud, ""-a-kak""--the whole call an undulating ""quar-rr-rgh-a-kak, quar-rr-rgh-a-kak"". a single, sharp, penetrating, metallic ""aeiiirk!""., and often in the , when it may then be seen sitting, sunning, at the entrance to its hollow. Flushes easily; darts immediately to another hollow, seemingly familiar with all the hollows within its territory",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_191,allabout_birds,Costa's Hummingbird,Calypte costae,NA,Apodiformes,Trochilidae,Hummingbirds,"Females call with a sharp, dry tic when foraging or flying, but males rarely call. They call singly or give a series of tics. Males sing a thin, high-pitched whistle when perched and when performing a looping dive. From a perch, a male whistles 4 short and thin notes less than 1 second long. During his looping dive, his whistle rises and falls in pitch for about 2.5 seconds.",NO,yes,"a sharp, dry tic  or flying, but   call. They call singly or a series of tics. sing a thin, high-pitched whistle and when performing a looping dive. From a , a male whistles 4 short and thin notes less than 1 second long. During his looping dive, his whistle rises and falls in pitch for about 2.5 seconds",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2197,holden_cleeves_birds,Garganey,Spatula querquedula,37-41cm,NA,NA,NA,"Calls of male include a dry rattle and a burping sound used in display. Female has a quiet ""quack"" like a Teal.",NO,yes,"of male include a dry rattle and a burping sound used .  a quiet ""quack"" like a Teal",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_2359,holden_cleeves_birds,Rock Pipit,Anthus petrosus,16.5-17cm,Passeriformes,Motacillidae,"Wagtails, Pipits","The call is ""pseep"", more metallic and less squeaky than a Meadow Pipit and often given singly. The song is similar to that of a Meadow Pipit, but is stronger and with a more obvious trill. The song is mainly heard between March and July.",NO,yes,"""pseep"", more metallic and less squeaky than a Meadow Pipit and often given singly. The similar to that of a Meadow Pipit, but is stronger and with a more obvious trill. The  heard between March and July",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_3763,national_geographic_america,Red-tailed Tropicbird,Phaethon rubricauda,"L 94cm, WS 112cm",Phaethontiformes,Phaethontidae,Tropicbirds,NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_6058,sibley_birds,Song Sparrow,Melospiza melodia,6.25,Passeriformes,Passerellidae,New World Sparrows,"Song a variable series of trills and clear notes with slightly husky quality and pleasant gentle rhythm; begins with several short, sharp notes, usually one long trill in middle of song ""seet seet seet te zeeeeeee tipo zeet zeet"". Call a very distinctive, husky ""jimp"". Alarm a very high, hard ""tik"". Flight call a high, thin, level ""seeet"". Chase call a rapid series of rising then falling sharp call notes.",NO,yes,"a variable series of trills and clear notes with slightly husky quality and pleasant gentle rhythm; begins with several short, sharp notes,  one long trill in middle of song ""seet seet seet te zeeeeeee tipo zeet zeet"". a very distinctive, husky ""jimp"".  a very high, hard ""tik"". a high, thin, level ""seeet"". Chase call a rapid series of rising then falling sharp call notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
